"huc12","name","tohuc","HS_SepCnt","HS_SepDn","MS_SepCnt","MS_SepDn","LS_SepCnt","LS_SepDn","AREA_SQKM"
"'120500040503","Griffin Creek-Double Mountain Fork Brazos River","'120500040504",45,0.461,45,0.461,45,0.461,97.586
"'120601010603","Cache Creek-Brazos River","'120601010802",60,0.604,60,0.604,60,0.604,99.293
"'120702010804","Upper Plum Creek","'120702010805",181,1.668,181,1.668,181,1.668,108.483
"'120702010805","Lower Plum Creek","'120702010902",216,3.01,216,3.01,216,3.01,71.758
"'120200060201","Woods Creek-Hickory Creek","'120200060203",139,0.91,139,0.91,139,0.91,152.816
"'120200060202","Coontop Creek-Horsepen Creek","'120200060203",108,0.981,108,0.981,108,0.981,110.109
"'120200060204","Little Cypress Creek-Big Cypress Creek","'120200060205",423,2.826,423,2.826,423,2.826,149.665
"'120200060205","Magnus Branch-Big Cypress Creek","'120200060207",722,7.409,1344,13.792,1344,13.792,97.451
"'120601010202","Gyp Creek","'120601010206",17,0.227,17,0.227,17,0.227,75.03
"'120200060206","Little Turkey Creek-Turkey Creek","'120200060207",1151,9.959,1151,9.959,1732,14.986,115.571
"'120200060207","Turkey Creek-Village Creek","'120200060401",227,2.283,227,2.283,227,2.283,99.427
"'101500040501","Headwaters Dry Creek","'101500040502",22,0.49,22,0.49,22,0.49,44.935
"'120200060301","Mill Creek-Beech Creek","'120200060302",554,4.761,554,4.761,554,4.761,116.352
"'111201020102","Headwaters Palo Duro Creek","'111201020103",28,0.102,28,0.102,28,0.102,275.228
"'060400010807","Turkey Creek-Beech River","'060400010808",1591,14.113,1591,14.113,1737,15.408,112.736
"'101402041204","Waver Tree Branch-White River","'101402041205",23,0.332,23,0.332,23,0.332,69.265
"'101402041205","Outlet White River","'101401011103",10,0.131,10,0.131,10,0.131,76.572
"'120500030505","Kelly Tank-North Fork Double Mountain Fork Brazos River","'120500030506",7,0.085,7,0.085,7,0.085,82.552
"'101500040502","White Lake-Dry Creek","'101500040503",28,0.409,28,0.409,28,0.409,68.441
"'110901060201","East Dixon Creek","'110901060204",13,0.13,13,0.13,13,0.13,100.247
"'120100010401","Cedar Creek-Sabine River","'120100010406",1225,10.392,1300,11.028,2251,19.096,117.88
"'120200060305","Thouching Creek-Theuvenins Creek","'120200060306",202,2.071,202,2.071,202,2.071,97.527
"'120702010502","Dargan Creek-Indian Creek","'120702010509",601,4.231,1618,11.39,1618,11.39,142.06
"'060400010805","Browns Creek-Beech River","'060400010807",959,7.025,959,7.025,959,7.025,136.511
"'111302090503","Headwaters Duck Creek","'111302090504",384,3.999,384,3.999,384,3.999,96.014
"'060400010806","Big Creek","'060400010807",189,4.559,189,4.559,189,4.559,41.458
"'060400010808","Outlet Beech River","'060400011001",1470,11.255,1470,11.255,1833,14.035,130.605
"'060400010901","Cane Creek-Cub Creek","'060400010902",201,2.234,201,2.234,201,2.234,89.972
"'060400010902","Cub Creek","'060400011003",536,3.972,536,3.972,536,3.972,134.931
"'060400011001","Lick Creek-Tennessee River","'060400011003",392,2.77,392,2.77,392,2.77,141.506
"'060400011002","Lick Creek","'060400011003",378,4.622,378,4.622,378,4.622,81.777
"'060400011003","Toms Creek-Tennessee River","'060400011004",704,5.626,704,5.626,704,5.626,125.137
"'060400011004","Roan Creek-Tennessee River","'060400011006",626,3.614,626,3.614,626,3.614,173.231
"'060400011005","Blue Creek","'060400011006",89,1.904,89,1.904,89,1.904,46.732
"'060400011006","Eagle Creek-Tennessee River","'060400050402",393,2.663,393,2.663,393,2.663,147.588
"'060400020101","Headwaters Duck River","'060400020104",3137,21.252,3137,21.252,3137,21.252,147.61
"'111201030401","Coon Creek-Prarie Dog Town Fork Red River","'111201030402",8,0.067,8,0.067,8,0.067,120.197
"'111201030305","Gip Creek","'111201030306",8,0.073,8,0.073,8,0.073,110.201
"'120301070103","Middle Big Brushy Creek","'120301070104",1438,21.356,1438,21.356,3085,45.817,67.333
"'120301070104","Lower Big Brushy Creek","'120301070108",908,18.329,908,18.329,908,18.329,49.538
"'120601050602","McDowell Creek-Hubbard Creek","'120601050603",67,0.746,67,0.746,67,0.746,89.807
"'120601050603","Hubbard Creek Lake-Hubbard Creek","'120601050604",794,7.299,794,7.299,794,7.299,108.776
"'101701030104","Mud Lake","'101701030105",107,1.044,107,1.044,107,1.044,102.535
"'111201030402","Mitchell Creek-Prarie Dog Town Fork Red River","'111201030403",4,0.044,4,0.044,4,0.044,90.026
"'101701030105","Lake Henry","'101701030209",837,5.916,837,5.916,837,5.916,141.472
"'111201030306","Bull Run-Prarie Dog Town Fork Red River","'111201030401",6,0.045,6,0.045,6,0.045,134.412
"'120601010701","Flat Rock Creek","'120601010703",3,0.062,3,0.062,3,0.062,48.392
"'120301010102","Prickly Pear Branch-West Fork Trinity River","'120301010107",53,0.402,53,0.402,53,0.402,131.996
"'120301010103","Dead Horse Creek-Brushy Creek","'120301010107",164,1.017,164,1.017,164,1.017,161.221
"'120601010702","Upper North Elm Creek","'120601010703",27,0.172,27,0.172,27,0.172,156.763
"'120702010901","Dodd Branch","'120702010905",399,6.696,399,6.696,399,6.696,59.59
"'120702010902","Stillhouse Branch-Leon River","'120702010905",1154,8.636,1609,12.041,1609,12.041,133.625
"'120200060304","Drunkards Branch-Theuvenins Creek","'120200060305",225,2.381,225,2.381,225,2.381,94.502
"'120601010206","Knox City Cemetery-Brazos River","'120601010402",92,0.569,92,0.569,92,0.569,161.822
"'120601010203","Union Creek","'120601010206",42,0.701,42,0.701,42,0.701,59.937
"'120601010204","Smelter Creek","'120601010205",6,0.105,6,0.105,6,0.105,57.089
"'120601010205","Little Croton Creek","'120601010402",18,0.097,18,0.097,18,0.097,185.047
"'101500060105","Haystack Butte-Antelope Creek","'101500060107",25,0.374,25,0.374,25,0.374,66.777
"'101500060103","Antelope Lake-Antelope Creek","'101500060105",448,4.914,448,4.914,448,4.914,91.172
"'101500060104","101500060104","'101500060107",21,0.379,21,0.379,21,0.379,55.337
"'101500060106","Tower Lake","'101500060107",27,0.556,27,0.556,27,0.556,48.524
"'110901060202","Middle Dixon Creek","'110901060204",8,0.102,8,0.102,8,0.102,78.158
"'101500060202","Upper Rock Creek","'101500060204",10,0.175,10,0.175,10,0.175,57.182
"'101500060203","Lone Tree Creek","'101500060205",8,0.237,8,0.237,8,0.237,33.731
"'120601050604","Dry Branch-Hubbard Creek","'120601040205",36,0.484,36,0.484,36,0.484,74.357
"'101500060204","Middle Rock Creek","'101500060205",5,0.085,5,0.085,5,0.085,58.77
"'101500060401","101500060401-Keya Paha River","'101500060403",9,0.132,9,0.132,9,0.132,68.088
"'101500060402","Crazy Hole Creek","'101500060403",10,0.222,10,0.222,10,0.222,45.011
"'120602010101","Dry Creek-Salt Creek","'120602010103",343,2.446,343,2.446,843,6.011,140.24
"'101500060404","Upper Eagle Creek","'101500060405",24,0.277,24,0.277,24,0.277,86.633
"'101500060405","Middle Eagle Creek","'101500060406",22,0.277,22,0.277,22,0.277,79.367
"'101500060407","Dorian Buttes-Keya Paha River","'101500060408",36,0.472,36,0.472,36,0.472,76.278
"'101500060408","R Hanson Dam-Keya Paha River","'101500060507",27,0.593,27,0.593,27,0.593,45.493
"'120301010302","Hall Creek-West Fork Trinity River","'120301010304",42,0.701,42,0.701,42,0.701,59.917
"'101500060503","Upper Willow Creek","'101500060505",27,0.382,27,0.382,27,0.382,70.726
"'111201020201","Red Windmill Lake","'111201020202",14,0.089,14,0.089,14,0.089,157.762
"'110901060204","City of Borger-Dixon Creek","'110901060208",20,0.244,20,0.244,353,4.298,82.13
"'120200060306","Nixon Branch-Beech Creek","'120200060401",90,1.769,90,1.769,90,1.769,50.871
"'120200060401","Dry Creek-Village Creek","'120200060406",718,5.552,718,5.552,718,5.552,129.317
"'120200060402","Bad Luck Creek-Cypress Creek","'120200060403",68,0.625,68,0.625,68,0.625,108.851
"'120500040102","Town of Clauene","'CLOSED BASIN",129,0.757,129,0.757,129,0.757,170.472
"'111401010602","Headwaters Sanders Creek","'111401010604",213,2.398,213,2.398,213,2.398,88.814
"'120601010302","Upper Lake Creek","'120601010303",222,1.766,222,1.766,222,1.766,125.742
"'120702010503","Mustang Creek-Leon River","'120702010509",307,3.031,307,3.031,307,3.031,101.281
"'110901060203","West Dixon Creek","'110901060204",17,0.126,17,0.126,17,0.126,135.383
"'111302090504","Duck Creek-Little Wichita River","'111302090509",145,0.947,145,0.947,145,0.947,153.056
"'110901060205","West Fork Bear Creek-Bear Creek","'110901060208",31,0.194,31,0.194,31,0.194,160.044
"'101701030205","Spring Lake","'101701030207",307,2.867,307,2.867,307,2.867,107.079
"'111302090505","Turkey Creek","'111302090509",480,3.093,480,3.093,480,3.093,155.2
"'120302020802","Little School Branch-Nelson Creek","'120302020806",507,6.175,507,6.175,507,6.175,82.1
"'101701030202","Town of Hetland","'101701030203",393,7.714,393,7.714,393,7.714,50.948
"'101701030206","Toles Cemetery","'101701030207",81,0.912,81,0.912,81,0.912,88.835
"'101701030203","Lake Preston Lakebed","'101701030207",74,0.808,74,0.808,74,0.808,91.62
"'120301010104","Plum Creek","'120301010107",94,1.113,94,1.113,94,1.113,84.465
"'101701030207","Lake Whitewood","'101701030208",75,0.712,75,0.712,75,0.712,105.326
"'101600060309","Outlet Timber Creek","'101600060406",35,0.494,35,0.494,35,0.494,70.857
"'111201030403","Indian Creek-Prarie Dog Town Fork Red River","'111201030404",11,0.105,11,0.105,11,0.105,104.387
"'120301010105","Upper Cameron Creek","'120301010106",193,2.109,193,2.109,193,2.109,91.521
"'120601010703","Lower North Elm Creek","'120601010705",67,0.593,67,0.593,67,0.593,113.025
"'120601010704","Bush Knob Creek","'120601010706",39,0.322,39,0.322,39,0.322,121.002
"'120301060207","Lower Wilson Creek","'120301060208",112,1.506,408,5.486,706,9.493,74.367
"'100600011302","Lower Chelsea Creek","'100600011405",15,0.184,15,0.184,15,0.184,81.632
"'101600060306","Town of Doland","'101600060309",228,2.546,228,2.546,228,2.546,89.541
"'101600060307","Doland Ridge","'101600060308",58,0.415,58,0.415,58,0.415,139.875
"'120301060204","Honey Creek","'120301060205",1410,10.873,1410,10.873,1410,10.873,129.68
"'120601010301","Headwaters Lake Creek","'120601010302",61,0.386,61,0.386,61,0.386,158.165
"'120301060205","Clemons Creek-East Fork Trinity River","'120301060208",2500,21.119,2511,21.212,3569,30.15,118.374
"'120301060206","Upper Wilson Creek","'120301060207",1653,13.29,1653,13.29,1696,13.636,124.376
"'101500060504","101500060504","'101500060505",16,0.472,16,0.472,16,0.472,33.924
"'120200060403","Flat Cypress Creek-Cypress Creek","'120200060405",333,2.375,333,2.375,333,2.375,140.216
"'101500060505","Middle Willow Creek","'101500060506",32,0.508,32,0.508,32,0.508,62.946
"'120200060404","Steepbank Creek","'120200060405",188,1.286,188,1.286,188,1.286,146.166
"'101500060506","Lower Willow Creek","'101500060507",55,0.966,55,0.966,55,0.966,56.909
"'101500060604","Town of Millboro-Keya Paha River","'101500060804",41,0.583,41,0.583,41,0.583,70.268
"'101500060801","Dog Ear Lake","'101500060802",42,0.556,42,0.556,42,0.556,75.535
"'101500060803","Rahn Lake","'101500060804",30,0.463,30,0.463,30,0.463,64.757
"'101500061001","Rock Bridge Creek","'101500061002",30,0.416,30,0.416,30,0.416,72.186
"'111201020202","Hay Lake","'111201020203",9,0.066,9,0.066,9,0.066,136.489
"'120601010303","Middle Lake Creek","'120601010304",51,0.473,51,0.473,51,0.473,107.743
"'120601010304","Lower Lake Creek","'120601010601",253,1.634,254,1.64,254,1.64,154.837
"'120702010505","Lower Mercer Creek","'120702010507",59,1.098,59,1.098,59,1.098,53.756
"'120702010506","Mountain Creek","'120702010508",229,1.62,229,1.62,229,1.62,141.327
"'110901060206","Bugby Creek","'110901060208",10,0.09,10,0.09,10,0.09,111.318
"'102500010603","Black Wolf Creek","'102500010706",15,0.357,15,0.357,15,0.357,42.075
"'110901060207","110901060207-Moore Creek","'110901060208",9,0.079,9,0.079,9,0.079,114.126
"'102500010703","102500010703-Arikaree River","'102500010704",6,0.055,6,0.055,6,0.055,110.011
"'102500010704","Hay Gulch-Arikaree River","'102500010705",15,0.158,15,0.158,15,0.158,95.098
"'102500010705","Copperkettle Creek-Arikaree River","'102500010706",21,0.145,21,0.145,21,0.145,144.943
"'111401010603","Shooter Creek","'111401010604",162,2.723,162,2.723,162,2.723,59.484
"'110901060208","Moore Creek-Canadian River","'110901060304",7,0.076,7,0.076,7,0.076,92.621
"'110901060302","Upper Spring Creek","'110901060303",317,3.077,317,3.077,317,3.077,103.033
"'102500100305","Bassettville Cemetery-South Fork Sappa Creek","'102500110102",35,0.276,35,0.276,35,0.276,126.725
"'102500100402","102500100402-North Fork Sappa Creek","'102500100403",35,0.342,35,0.342,35,0.342,102.413
"'102500120301","102500120301-Beaver Creek","'102500120302",38,0.358,38,0.358,38,0.358,106.212
"'102500120302","Prairie Dale School-Beaver Creek","'102500120303",21,0.271,21,0.271,21,0.271,77.434
"'102500120303","Shermanville Cemetery-Beaver Creek","'102500120304",27,0.236,27,0.236,27,0.236,114.249
"'102500120304","Sunnyside Cemetery-Beaver Creek","'102500120305",31,0.254,31,0.254,31,0.254,122.285
"'102500120305","Dewey Ranch-Beaver Creek","'102500120306",29,0.273,29,0.273,29,0.273,106.289
"'110901060303","Lower Spring Creek","'110901060304",27,0.202,27,0.202,27,0.202,133.617
"'102500120306","102500120306-Beaver Creek","'102500120307",31,0.264,31,0.264,31,0.264,117.272
"'102500120307","City of Atwood-Beaver Creek","'102500140101",829,5.982,829,5.982,829,5.982,138.592
"'102500130201","Bursch Private Airport-Little Beaver Creek","'102500130202",40,0.337,40,0.337,40,0.337,118.723
"'102500140101","Town of Ludell-Beaver Creek","'102500140102",144,1.063,144,1.063,144,1.063,135.443
"'102500150206","Spring Draw-Prairie Dog Creek","'102500150207",67,0.386,67,0.386,67,0.386,173.556
"'102500130202","City of Bird City-Little Beaver Creek","'102500130203",407,2.522,407,2.522,407,2.522,161.4
"'102500130203","102500130203-Little Beaver Creek","'102500130205",19,0.21,19,0.21,19,0.21,90.497
"'102500140102","Hamper Cemetery-Beaver Creek","'102500140103",61,0.449,61,0.449,61,0.449,135.861
"'102500140103","Saint Mary's Cemetery-Beaver Creek","'102500140104",268,1.636,268,1.636,268,1.636,163.795
"'102500150103","Town of Breton-Prairie Dog Creek","'102500150104",52,0.409,52,0.409,52,0.409,127.131
"'102500150104","Town of Selden-Prairie Dog Creek","'102500150107",147,0.998,147,0.998,147,0.998,147.324
"'102500150207","Norton Reservoir-Prairie Dog Creek","'102500150208",44,0.45,44,0.45,44,0.45,97.842
"'102500170102","West Buffalo Creek","'102500170103",121,1.64,121,1.64,121,1.64,73.766
"'102500170104","East Marsh Creek","'102500170106",203,1.224,203,1.224,203,1.224,165.788
"'102500170106","Marsh Creek","'102500170107",72,0.694,72,0.694,72,0.694,103.755
"'102500170403","City of Agenda-West Fork Elk Creek","'102500170404",113,1.62,113,1.62,113,1.62,69.77
"'102500170504","Outlet Mulberry Creek","'102500170508",55,0.735,55,0.735,55,0.735,74.815
"'102500170608","Rush Creek-Milford Lake","'102500170609",451,3.087,451,3.087,451,3.087,146.089
"'102500040202","East Fork Burntwood Creek","'102500040203",30,0.275,30,0.275,30,0.275,109.115
"'110901060304","Carson Creek-Canadian River","'110901060305",1,0.015,1,0.015,1,0.015,68.118
"'102500110303","102500110303-Sappa Creek","'102500110304",23,0.277,23,0.277,23,0.277,83.078
"'120302030304","Lynchburg Canal-Old River","'120302030306",86,1.355,86,1.355,1135,17.887,63.453
"'110901060305","110901060305-Canadian River","'110901060311",2,0.028,2,0.028,2,0.028,71.408
"'102500010504","Town of Abarr","'102500010505",46,0.229,46,0.229,46,0.229,201.165
"'102500010602","South Fork Black Wolf Creek","'102500010603",55,0.32,55,0.32,55,0.32,172.005
"'102500110105","Redman Cemetery-Sappa Creek","'102500110202",40,0.379,40,0.379,40,0.379,105.442
"'102500140104","Saint Johns Cemetery-Beaver Creek","'102500140201",58,0.398,58,0.398,58,0.398,145.866
"'102500140201","Town of Cedar Bluffs-Beaver Creek","'102500140203",97,0.593,97,0.593,97,0.593,163.443
"'102500140203","Pleasant Prairie Cemetery-Beaver Creek","'102500140204",38,0.397,38,0.397,38,0.397,95.784
"'102500140204","Town of Marion-Beaver Creek","'102500140205",60,0.581,60,0.581,60,0.581,103.202
"'120302030305","West Branch Devers Canal-Trinity River","'120302030306",1245,9.533,1245,9.533,1245,9.533,130.597
"'102500010706","Sand Creek-Arikaree River","'102500010803",57,0.339,57,0.339,57,0.339,168.295
"'102500070301","102500070301-Red Willow Creek","'102500070302",15,0.232,15,0.232,15,0.232,64.613
"'102500070302","102500070302-Red Willow Creek","'102500070303",48,0.378,48,0.378,48,0.378,126.821
"'102500070307","Schow Reservoir","'102500070308",45,0.398,45,0.398,45,0.398,113.184
"'102500080202","Dickens Cemetery","'102500080203",10,0.206,10,0.206,10,0.206,48.475
"'102500080207","Hay Canyon-Medicine Creek","'102500080208",99,0.747,99,0.747,99,0.747,132.536
"'102500020102","City of Otis","'102500020406",0,0,0,0,0,0,132.78
"'102500020202","Headwaters Rock Creek","'102500020203",3,0.018,3,0.018,3,0.018,162.571
"'102500020203","Red Willow Creek-Rock Creek","'102500020408",27,0.188,27,0.188,27,0.188,143.402
"'102500020401","Headwaters Surveyor Creek","'102500020403",0,0,0,0,0,0,160.55
"'102500100302","102500100302-South Fork Sappa Creek","'102500100303",56,0.42,56,0.42,56,0.42,133.2
"'102500100403","102500100403-North Fork Sappa Creek","'102500100404",52,0.388,52,0.388,52,0.388,133.985
"'102500110102","City of Oberlin-Sappa Creek","'102500110103",1176,9.755,1176,9.755,1176,9.755,120.557
"'102500100301","Town of Hughes-South Fork Sappa Creek","'102500100302",42,0.323,42,0.323,42,0.323,130.168
"'102500100303","Cumberland Cemetery-South Fork Sappa Creek","'102500100304",43,0.287,43,0.287,43,0.287,149.736
"'102500100304","Saint Patrick Cemetery-South Fork Sappa Creek","'102500100305",47,0.36,47,0.36,47,0.36,130.41
"'102500040203","Burntwood Creek","'102500040204",25,0.255,25,0.255,25,0.255,98.225
"'102500091002","Harlan County Lake-Republican River","'102500160402",1247,5.811,1247,5.811,1247,5.811,214.578
"'102500140205","City of Danbury-Beaver Creek","'102500140301",155,1.314,155,1.314,155,1.314,117.989
